"Group","ID","Item","Guidance","Done","Notes"
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE","11.13.1","About the cert-manager upstream authority plugin","The cert-manager Operator for Red Hat OpenShift upstream authority plugin connects SPIRE Server to cert-manager Operator for Red Hat OpenShift for automated intermediate certificate provisioning. ¶ When you configure this plugin, SPIRE Server creates a CertificateRequest resource in the cluster. The configured Issuer or ClusterIssuer signs the request and the certificate. The SPIRE Server then uses the signed intermediate certificate to issue workload identities. ¶ 11.13.1.1. How the cert-manager plugin works ¶ 1. SPIRE Server generates a certificate signing request for an intermediate signing certificate. ¶ 2. The plugin creates a CertificateRequest in the configured namespace. ¶ 3. The CertificateRequest references the configured Issuer or ClusterIssuer. ¶ 4. cert-manager Operator for Red Hat OpenShift signs the request. ¶ 5. SPIRE Server retrieves the signed certificate and CA bundle from the CertificateRequest. ¶ 11.13.1.2. Requirements cert-manager Operator for Red Hat OpenShift ¶ cert-manager Operator for Red Hat OpenShift must be installed and running in the cluster. Issuer ¶ You must configure an Issuer or ClusterIssuer that can sign intermediate CA certificates. Permissions ¶ On OpenShift Container Platform, Zero Trust Workload Identity Manager grants the SPIRE Server ServiceAccount permission to manage CertificateRequest resources when spec.upstreamAuthority.certManager is configured. Prepare the Issuer and namespace before you configure the SpireServer CR. Supported issuers The Issuer must support signing certificate requests for intermediate CAs.","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE","11.13.2","Preparing cert-manager for SPIRE Server","Install cert-manager Operator for Red Hat OpenShift and create an Issuer or ClusterIssuer that can sign SPIRE intermediate certificates. After you complete this procedure, configure spec.upstreamAuthority.certManager on the SpireServer CR. ¶ You are logged in to the cluster with the cluster-admin role. ¶ You have installed Zero Trust Workload Identity Manager or plan to install it after cert-manager Operator for Red Hat OpenShift is ready. ¶ 1. Create a self-signed bootstrap ClusterIssuer: ¶ a. Save the following manifest as selfsigned-bootstrap.yaml: ¶ kind: ClusterIssuer ¶ name: selfsigned-bootstrap ¶ selfSigned: {} ¶ b. Apply the ClusterIssuer by running the following command: ¶ $ oc apply -f selfsigned-bootstrap.yaml ¶ 2. Use the bootstrap ClusterIssuer to issue a root CA certificate into a Secret: ¶ a. Save the following manifest as spire-root-ca.yaml: ¶ kind: Certificate ¶ name: spire-root-ca isCA: true secretName: spire-root-ca-secret ¶ name: selfsigned-bootstrap kind: ClusterIssuer commonName: ""SPIRE Root CA"" duration: 87600h ¶ b. Apply the Certificate by running the following command: ¶ $ oc apply -f spire-root-ca.yaml ¶ 3. Create a CA Issuer that references the root CA Secret: ¶ a. Save the following manifest as spire-ca-issuer.yaml: ¶ name: spire-ca ¶ ca: secretName: spire-root-ca-secret ¶ b. Apply the Issuer by running the following command: ¶ $ oc apply -f spire-ca-issuer.yaml ¶ Confirm that the bootstrap ClusterIssuer, root CA Certificate, and signing Issuer are ready by running the following commands: ¶ $ oc get clusterissuer selfsigned-bootstrap ¶ $ oc get certificate spire-root-ca -n cert-manager ¶ $ oc get issuer spire-ca -n cert-manager ¶ cert-manager Operator for Red Hat OpenShift","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE > Configuring the cert-manager upstream authority plugin","11.13.4.1","SpireServer CR fields","Configure cert-manager Operator for Red Hat OpenShift upstream authority under spec.upstreamAuthority.certManager. Zero Trust Workload Identity Manager generates the SPIRE Server configuration from these fields. ¶ Field Description namespace Required. Namespace where SPIRE Server creates CertificateRequest resources. issuerName Required. Name of the Issuer or ClusterIssuer. issuerKind Optional. Issuer or ClusterIssuer. The default is Issuer. issuerGroup Optional. API group of the issuer. The default is cert-manager.io. ¶ On OpenShift Container Platform, SPIRE Server uses its in-cluster ServiceAccount. Zero Trust Workload Identity Manager grants permissions to create, get, list, and delete CertificateRequest resources when spec.upstreamAuthority.certManager is configured. ¶ 11.13.5. Troubleshooting the cert-manager Operator for Red Hat OpenShift upstream authority plugin ¶ Resolve the most common cert-manager Operator for Red Hat OpenShift upstream authority failures on OpenShift Container Platform.","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE > Configuring the cert-manager upstream authority plugin","11.13.5.1","Quick reference","Symptom or error Likely cause Section Missing permissions or wrong namespace certificaterequests... is Section 11.13.5.2 forbidden , ""Permission and issuer issuer ... not found Wrong issuerName, issuerKind, or issuer errors"" namespace Section 11.13.5.2 Issuer not READY Issuer misconfiguration , ""Permission and issuer CertificateRequest not Approval policy or approver configuration errors"" approved or denied Section 11.13.5.2 UpstreamAuthority fails to load in Invalid or incomplete , ""Permission SPIRE Server logs spec.upstreamAuthority.certManager and issuer errors"" ¶ Section 11.13.5. 3, ""SPIRE Server errors"" ¶ Section 11.13.5. 3, ""SPIRE Server errors"" ¶ 11.13.5.2. Permission and issuer errors Permission errors ¶ Confirm spec.upstreamAuthority.certManager.namespace matches the namespace where SPIRE Server creates CertificateRequest resources. ¶ After you configure spec.upstreamAuthority.certManager, verify that Zero Trust Workload Identity Manager updated the SPIRE Server role-based access control (RBAC) and the SPIRE Server pod restarted. ¶ Issuer errors ¶ Verify issuerName and issuerKind on the SpireServer CR match an existing Issuer or ClusterIssuer. For a namespace-scoped Issuer, the Issuer must exist in the namespace referenced by CertificateRequest resources or in the namespace where the issuer is defined, depending on your issuer configuration. Check that the Issuer reports READY=True: ¶ $ oc get issuer,clusterissuer -A $ oc describe issuer spire-ca -n cert-manager ¶ 11.13.5.3. SPIRE Server errors SPIRE Server errors ¶ Confirm that namespace, issuerName, and issuerKind are set under spec.upstreamAuthority.certManager. Review SPIRE Server logs by running the following command: ¶ $ oc logs statefulset/spire-server -n zero-trust-workload-identity-manager -c spire-server --tail=100","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE > About the SPIRE Vault UpstreamAuthority plugin","11.13.6.2","Prerequisites and requirements","Before configuring the Vault UpstreamAuthority plugin, ensure the following requirements are met: ¶ Vault PKI secrets engine A running HashiCorp Vault instance with the PKI secrets engine enabled at a configured mount point (default: pki). The PKI secrets engine must have a root CA certificate configured for signing intermediate certificates. ¶ Vault policy A Vault policy that grants the update capability for the pki/root/sign-intermediate endpoint, attached to the credentials SPIRE Server uses. ¶ Authentication credentials Valid credentials for one of the supported authentication methods, associated with the Vault signing policy. ¶ TTL configuration SPIRE Server ca_ttl must not exceed the Vault PKI secrets engine maximum lease TTL. ¶ Network connectivity SPIRE Server must reach the Vault server over the network and trust the Vault TLS certificate when TLS is enabled. ¶ Kubernetes RBAC (when using Kubernetes authentication) A ServiceAccount for SPIRE Server bound to the Vault Kubernetes auth role. The SPIRE Server ServiceAccount requires no additional RBAC. However, the Vault ServiceAccount must have system:auth-delegator permissions to validate projected tokens via the Kubernetes TokenReview API.","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE","11.13.7","Configuring the SPIRE Vault UpstreamAuthority plugin","Configure SPIRE Server to obtain intermediate signing certificates from HashiCorp Vault by setting spec.upstreamAuthority.vault on the SpireServer custom resource (CR). Zero Trust Workload Identity Manager generates the SPIRE Server configuration, mounts Vault credentials into the SPIRE Server pod, and reconciles the SPIRE Server StatefulSet. ¶ On OpenShift Container Platform, the SpireServer CR supports Vault authentication only through the Kubernetes auth method. Zero Trust Workload Identity Manager mounts a projected SPIRE Server ServiceAccount token and, when configured, a Vault CA certificate Secret at fixed paths inside the pod. ¶ You have installed Zero Trust Workload Identity Manager and deployed a SpireServer CR. ¶ You have a running HashiCorp Vault instance with the PKI secrets engine enabled at your mount point (default: pki) and a root CA configured to sign intermediate certificates. ¶ You have a Vault policy that grants the update capability on <pki_mount>/root/sign- intermediate. ¶ You have configured the Vault Kubernetes authentication method and created a Vault role bound to the SPIRE Server ServiceAccount. For example, spire-server in the zero-trust- workload-identity-manager namespace. ¶ The value of spec.caValidity on the SpireServer CR is less than or equal to the maximum lease Time to Live (TTL) configured on the Vault PKI secrets engine. ¶ If Vault uses a private or custom TLS certificate authority, you have a PEM-encoded CA certificate available to store in a Kubernetes Secret. ¶ 1. Export the current SpireServer CR to a file by running the following command: $ oc get spireserver cluster -o yaml > SpireServer-vault.yaml ¶ 2. In SpireServer-vault.yaml, add the upstreamAuthority section from the following example under spec:: ¶ jwtIssuer: ""https://oidc-discovery.apps.cluster.example.com"" caValidity: ""24h"" defaultX509Validity: ""1h"" defaultJWTValidity: ""5m"" jwtKeyType: ""rsa-2048"" caSubject: ¶ country: ""US"" organization: ""Example Corporation"" commonName: ""SPIRE Server CA"" persistence: size: ""5Gi"" accessMode: ""ReadWriteOnce"" storageClass: ""gp3-csi"" datastore: databaseType: ""sqlite3"" connectionString: ""/run/spire/data/datastore.sqlite3"" tlsSecretName: """" maxOpenConns: 100 maxIdleConns: 10 connMaxLifetime: 0 disableMigration: ""false"" upstreamAuthority: vault: ¶ vaultAddr: ""https://vault.example.com:8200"" pkiMountPoint: ""pki"" caCertSecretRef: ¶ name: vault-ca-cert key: ca.crt k8sAuth: k8sAuthMountPoint: ""kubernetes"" k8sAuthRoleName: ""spire-server"" audience: ""vault"" vaultNamespace: ""vault-namespace"" # optional ¶ For in-cluster Vault over HTTP, set vaultAddr to the in-cluster service URL, such as http://vault.vault.svc:8200, and omit caCertSecretRef. ¶ Include caCertSecretRef only when Vault TLS is signed by a custom CA. Omit it when Vault uses a public CA. ¶ spec.caValidity Specifies the SPIRE Server CA validity. Must be less than or equal to the Vault PKI max_lease_ttl. Zero Trust Workload Identity Manager maps this value to SPIRE ca_ttl. ¶ spec.upstreamAuthority.vault.vaultAddr Specifies the URL of the Vault server. ¶ spec.upstreamAuthority.vault.pkiMountPoint Specifies the Vault PKI secrets engine mount path. Default: pki. ¶ spec.upstreamAuthority.vault.caCertSecretRef Optional. Specifies the Secret reference when Vault TLS is signed by a custom CA. Zero Trust Workload Identity Manager mounts the Secret at /run/spire/upstream-ca/ca.crt. ¶ spec.upstreamAuthority.vault.k8sAuth.k8sAuthRoleName Specifies the Vault Kubernetes auth role name. ¶ spec.upstreamAuthority.vault.k8sAuth.k8sAuthMountPoint Specifies the Vault Kubernetes auth mount path. The default is kubernetes. ¶ spec.upstreamAuthority.vault.k8sAuth.audience Specifies the projected ServiceAccount token audience. This must match the Vault role. The default is vault. ¶ spec.upstreamAuthority.vault.vaultNamespace Optional. Specifies the Vault namespace name. ¶ 3. Apply the updated CR by running the following command: ¶ $ oc apply -f SpireServer-vault.yaml ¶ 4. Wait for Zero Trust Workload Identity Manager to reconcile the SPIRE Server by running the ¶ $ oc rollout status statefulset/spire-server -n zero-trust-workload-identity-manager ¶ 1. Verify that SPIRE Server is healthy and that logs show the UpstreamAuthority plugin loaded by running the following commands: ¶ $ oc exec -n zero-trust-workload-identity-manager statefulset/spire-server -c spire-server -- \ /opt/spire/bin/spire-server healthcheck ¶ $ oc logs statefulset/spire-server -n zero-trust-workload-identity-manager -c spire-server -- tail=50 ¶ Server is healthy. time=""2026-04-07T10:15:30Z"" level=info msg=""Upstream authority loaded"" subsystem_name=ca time=""2026-04-07T10:15:31Z"" level=info msg=""Server CA activated"" certificate_fingerprint=""ABC123..."" ¶ 2. Confirm that a Vault-signed intermediate certificate is present by running the following ¶ $ oc exec -n zero-trust-workload-identity-manager statefulset/spire-server -c spire-server -- \ /opt/spire/bin/spire-server bundle show","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE","11.13.8","SPIRE Vault UpstreamAuthority plugin reference","Reference for spec.upstreamAuthority.vault on the SpireServer CR and the Vault signing policy SPIRE Server requires. ¶ 11.13.8.1. SpireServer CR fields Configure Vault upstream authority under spec.upstreamAuthority.vault. Zero Trust Workload Identity Manager generates SPIRE Server configuration from these fields. ¶ Field Description ¶ vaultAddr Required. Vault server URL. Use HTTPS for external endpoints; HTTP is permitted for in-cluster services. ¶ pkiMountPoint PKI secrets engine mount path. Default: pki. ¶ caCertSecretRef Optional Secret reference in the zero-trust-workload-identity-manager namespace. Use when Vault TLS is signed by a custom CA. Zero Trust Workload Identity Manager mounts the key at /run/spire/upstream- ca/ca.crt. ¶ insecureSkipVerify Optional. Accepts any Vault server certificate when true. Default: false. Do not enable insecureSkipVerify in production. This setting disables TLS certificate verification and exposes the connection to man-in-the-middle attacks. Troubleshooting only. ¶ vaultNamespace Optional. Vault Enterprise namespace. ¶ k8sAuth.k8sAuthMountP Vault Kubernetes auth mount path. Default: kubernetes. oint ¶ k8sAuth.k8sAuthRoleNa Required. Vault role bound to the spire-server ServiceAccount. me ¶ Field Description k8sAuth.audience Token audience for the projected ServiceAccount token. Default: vault. Must match the bound_audiences configured on the Vault role. ¶ On OpenShift Container Platform, the SpireServer CR supports Vault Kubernetes authentication only. Zero Trust Workload Identity Manager mounts a projected ServiceAccount token at /var/run/secrets/tokens/vault. ¶ Ensure that spec.caValidity does not exceed the Vault PKI max_lease_ttl. ¶ 11.13.8.2. Required Vault policy The Vault Kubernetes auth role must include a policy with update on the intermediate signing path: ¶ path ""pki/root/sign-intermediate"" { capabilities = [""update""] ¶ Replace pki with your PKI mount point when different.","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > USING THE SPIFFE HELPER CONTAINER IMAGE > Troubleshooting SPIRE Vault UpstreamAuthority plugin","11.13.9.1","Quick reference","Symptom or error Likely cause Section ¶ Connection refused, timeout, or Wrong vaultAddr or network path from the SPIRE Section 11.13.9.2 unreachable Vault Server pod , ""Connection and TLS errors"" ¶ x509: certificate signed by Missing or invalid caCertSecretRef Secret Section 11.13.9.2 unknown authority , ""Connection and TLS errors"" ¶ Vault 403 or Kubernetes auth Vault role, ServiceAccount binding, or signing policy Section 11.13.9. failure misconfiguration 3, ""Authenticatio n and signing errors"" ¶ Symptom or error Likely cause Section caValidity exceeds the Vault PKI limit requested TTL ... exceeds Section 11.13.9. max_lease_ttl 4, ""TTL mismatch errors"" ¶ 11.13.9.2. Connection and TLS errors Connection failures ¶ Verify spec.upstreamAuthority.vault.vaultAddr on the SpireServer CR. Confirm the SPIRE Server pod can reach Vault from the zero-trust-workload-identity- manager namespace. For in-cluster Vault, use the Kubernetes service URL, such as http://vault.vault.svc:8200. TLS failures When Vault uses a custom CA, set caCertSecretRef to a Secret in the zero-trust-workload- identity-manager namespace with a PEM-encoded CA certificate. Confirm the Secret name and key match caCertSecretRef. Omit caCertSecretRef only for a public CA or in-cluster HTTP. Do not use insecureSkipVerify: true in production. ¶ 11.13.9.3. Authentication and signing errors SPIRE Server uses Vault Kubernetes authentication with the spire-server ServiceAccount. Check the following: ¶ k8sAuth.k8sAuthRoleName on the SpireServer CR matches the Vault Kubernetes auth role. The Vault role binds to ServiceAccount spire-server in namespace zero-trust-workload- identity-manager. The role policy grants update on <pki_mount>/root/sign-intermediate. pkiMountPoint matches the PKI secrets engine mount in Vault. k8sAuth.audience matches the Vault role when you changed the default from vault. Review SPIRE Server logs: ¶ $ oc logs statefulset/spire-server -n zero-trust-workload-identity-manager -c spire-server --tail=100 ¶ 11.13.9.4. TTL mismatch errors spec.caValidity on the SpireServer CR must be less than or equal to the Vault PKI max_lease_ttl. ¶ Reduce caValidity on the SpireServer CR, or increase the Vault PKI limit with vault secrets tune -max-lease-ttl=.... ¶ For Vault Enterprise namespace errors, set spec.upstreamAuthority.vault.vaultNamespace to the correct namespace path.","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > MONITORING ZERO TRUST WORKLOAD IDENTITY MANAGERGIT","11.14.1","Enabling user workload monitoring","Enable user workload monitoring to track metrics for your user-defined projects. Configuring this feature allows you to observe application performance and helps you maintain the health of your services. ¶ You have access to the cluster as a user with the cluster-admin cluster role. ¶ 1. Create the cluster-monitoring-config.yaml file to define and configure the ConfigMap: ¶ name: cluster-monitoring-config namespace: openshift-monitoring config.yaml: | ¶ enableUserWorkload: true ¶ 2. Apply the ConfigMap by running the following command: ¶ $ oc apply -f cluster-monitoring-config.yaml ¶ Verify that the monitoring components for user workloads are running in the openshift-user- workload-monitoring namespace: ¶ $ oc -n openshift-user-workload-monitoring get pod ¶ prometheus-operator-6cb6bd9588-dtzxq 2/2 Running 0 50s ¶ prometheus-user-workload-0 6/6 Running 0 48s ¶ prometheus-user-workload-1 6/6 Running 0 48s thanos-ruler-user-workload-0 4/4 Running 0 42s thanos-ruler-user-workload-1 4/4 Running 0 42s ¶ The status of the pods such as prometheus-operator, prometheus-user-workload, and thanos-ruler- user-workload must be Running. ¶ Setting up metrics collection for user-defined projects","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > MONITORING ZERO TRUST WORKLOAD IDENTITY MANAGERGIT","11.14.2","Configuring metrics collection for SPIRE Server by using a ServiceMonitor","To collect custom metrics from the SPIRE Server, create a ServiceMonitor custom resource (CR). This configuration enables the Prometheus Operator to scrape metrics from the default endpoint, which helps you monitor your SPIRE deployment. ¶ The SPIRE Server operand exposes metrics by default on port 9402 at the /metrics endpoint. You can configure metrics collection for the SPIRE Server by creating a ServiceMonitor custom resource (CR) that enables the Prometheus Operator to collect custom metrics. ¶ You have access to the cluster as a user with the cluster-admin cluster role. You have installed the Zero Trust Workload Identity Manager. You have deployed the SPIRE Server operand in the cluster. You have enabled the user workload monitoring. ¶ 1. Create the ServiceMonitor CR: a. Create the YAML file that defines the ServiceMonitor CR: Example servicemonitor-spire-server file ¶ app.kubernetes.io/name: server app.kubernetes.io/instance: spire name: spire-server-metrics port: metrics interval: 30s ¶ app.kubernetes.io/name: server ¶ app.kubernetes.io/instance: spire ¶ zero-trust-workload-identity-manager ¶ $ oc create -f servicemonitor-spire-server.yaml ¶ After the ServiceMonitor CR is created, the user workload Prometheus instance begins metrics collection from the SPIRE Server. The collected metrics are labeled with job=""spire-server"". ¶ 1. In the OpenShift Container Platform web console, navigate to Observe Targets. ¶ 2. In the Label filter field, enter the following label to filter the metrics targets: ¶ $ service=zero-trust-workload-identity-manager-metrics-service ¶ 3. Confirm that the Status column shows Up for the spire-server-metrics entry. ¶ Configuring user workload monitoring","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > MONITORING ZERO TRUST WORKLOAD IDENTITY MANAGERGIT","11.14.3","Configuring metrics collection for SPIRE Agent by using a Service Monitor","Configure metrics collection for the SPIRE Agent by creating a ServiceMonitor custom resource (CR). This enables the Prometheus Operator to collect custom metrics that the SPIRE Agent exposes on the default port. The SPIRE Agent operand exposes metrics by default on port 9402 at the /metrics endpoint. You can configure metrics collection for the SPIRE Agent by creating a ServiceMonitor custom resource (CR), which enables the Prometheus Operator to collect custom metrics. ¶ You have access to the cluster as a user with the cluster-admin cluster role. You have installed the Zero Trust Workload Identity Manager. You have deployed the SPIRE Agent operand in the cluster. You have enabled the user workload monitoring. ¶ 1. Create the ServiceMonitor CR: a. Create the YAML file that defines the ServiceMonitor CR: Example servicemonitor-spire-agent.yaml file ¶ app.kubernetes.io/name: agent app.kubernetes.io/instance: spire ¶ name: spire-agent-metrics port: metrics ¶ interval: 30s ¶ app.kubernetes.io/name: agent app.kubernetes.io/instance: spire zero-trust-workload-identity-manager ¶ $ oc create -f servicemonitor-spire-agent.yaml ¶ After the ServiceMonitor CR is created, the user workload Prometheus instance begins metrics collection from the SPIRE Agent. The collected metrics are labeled with job=""spire- agent"". ¶ 1. In the OpenShift Container Platform web console, navigate to Observe Targets. ¶ 2. In the Label filter field, enter the following label to filter the metrics targets: ¶ $ service=spire-agent ¶ 3. Confirm that the Status column shows Up for the spire-agent-metrics entry.","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > MONITORING ZERO TRUST WORKLOAD IDENTITY MANAGERGIT","11.14.4","Configuring metrics collection for the Operator by using a ServiceMonitor","The Zero Trust Workload Identity Manager exposes metrics by default on port 8443 at the /metrics service endpoint. You can configure metrics collection for the Operator by creating a ServiceMonitor custom resource (CR) that enables the Prometheus Operator to collect custom metrics. For more information, see ""Configuring user workload monitoring"". ¶ The SPIRE Server operand exposes metrics by default on port 9402 at the /metrics endpoint. You can configure metrics collection for the SPIRE Server by creating a ServiceMonitor custom resource (CR) that enables the Prometheus Operator to collect custom metrics. ¶ You have access to the cluster as a user with the cluster-admin cluster role. ¶ You have installed the Zero Trust Workload Identity Manager. ¶ You have enabled the user workload monitoring. ¶ 1. Configure the Operator to use HTTP or HTTPS protocols for the metrics server. ¶ a. Update the subscription object for Zero Trust Workload Identity Manager to configure the HTTP protocol by running the following command: ¶ $ oc -n zero-trust-workload-identity-manager patch subscription zero-trust-workload- identity-manager-subscription --type='merge' -p '{""spec"":{""config"":{""env"": [{""name"":""METRICS_BIND_ADDRESS"",""value"":"":8080""}, {""name"": ""METRICS_SECURE"", ""value"": ""false""}]}}}' ¶ b. Verify the Zero Trust Workload Identity Manager pod is redeployed and that the configured values for METRICS_BIND_ADDRESS and METRICS_SECURE is updated by running the ¶ $ oc set env --list deployment/zero-trust-workload-identity-manager-controller-manager - n zero-trust-workload-identity-manager | grep -e METRICS_BIND_ADDRESS -e METRICS_SECURE -e container ¶ deployments/zero-trust-workload-identity-manager-controller-manager, container METRICS_BIND_ADDRESS=:8080 METRICS_SECURE=false ¶ 2. Create the Secret resource with kubernetes.io/service-account.name annotation to inject the token required for authenticating with the metrics server. ¶ a. Create the secret-zero-trust-workload-identity-manager.yaml YAML file: ¶ kind: Secret ¶ name: zero-trust-workload-identity-manager name: zero-trust-workload-identity-manager-metrics-auth ¶ kubernetes.io/service-account.name: zero-trust-workload-identity-manager-controller- type: kubernetes.io/service-account-token ¶ b. Create the Secret resource by running the following command: ¶ $ oc apply -f secret-zero-trust-workload-identity-manager.yaml ¶ 3. Create the ClusterRoleBinding resource required for granting permissions to access the metrics. ¶ a. Create the clusterrolebinding-zero-trust-workload-identity-manager.yaml YAML file: ¶ apiVersion: rbac.authorization.k8s.io/v1 kind: ClusterRoleBinding ¶ name: zero-trust-workload-identity-manager name: zero-trust-workload-identity-manager-allow-metrics-access roleRef: apiGroup: rbac.authorization.k8s.io kind: ClusterRole name: zero-trust-workload-identity-manager-metrics-reader subjects: kind: ServiceAccount name: zero-trust-workload-identity-manager-controller-manager ¶ b. Create the ClusterRoleBinding resource by running the following command: ¶ $ oc apply -f clusterrolebinding-zero-trust-workload-identity-manager.yaml ¶ 4. Create the following ServiceMonitor CR if the metrics server is configured to use http. ¶ a. Create the servicemonitor-zero-trust-workload-identity-manager-http.yaml YAML file: ¶ name: zero-trust-workload-identity-manager ¶ name: zero-trust-workload-identity-manager-metrics-monitor ¶ authorization: credentials: name: zero-trust-workload-identity-manager-metrics-auth key: token type: Bearer ¶ interval: 60s port: metrics-http scheme: http scrapeTimeout: 30s zero-trust-workload-identity-manager name: zero-trust-workload-identity-manager ¶ $ oc apply -f servicemonitor-zero-trust-workload-identity-manager-http.yaml ¶ 5. Create the following ServiceMonitor CR if the metrics server is configured to use https. ¶ a. Create the servicemonitor-zero-trust-workload-identity-manager-https.yaml YAML file: ¶ name: zero-trust-workload-identity-manager ¶ name: zero-trust-workload-identity-manager-metrics-monitor ¶ authorization: credentials: name: zero-trust-workload-identity-manager-metrics-auth key: token type: Bearer ¶ interval: 60s port: metrics-https scheme: https scrapeTimeout: 30s tlsConfig: ¶ ca: name: openshift-service-ca.crt key: service-ca.crt ¶ serverName: zero-trust-workload-identity-manager-metrics-service.zero-trust- workload-identity-manager.svc.cluster.local ¶ zero-trust-workload-identity-manager ¶ name: zero-trust-workload-identity-manager ¶ $ oc apply -f servicemonitor-zero-trust-workload-identity-manager-https.yaml ¶ After the ServiceMonitor CR is created, the user workload Prometheus instance begins metrics collection from the SPIRE Server. The collected metrics are labeled with job=""zero- trust-workload-identity-manager-metrics-service"". ¶ 1. In the OpenShift Container Platform web console, navigate to Observe Targets. ¶ 2. In the Label filter field, enter the following label to filter the metrics targets: ¶ $ service=zero-trust-workload-identity-manager-metrics-service ¶ 3. Confirm that the Status column shows Up for the zero-trust-workload-identity-manager entry. ¶ Configuring user workload monitoring","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > MONITORING ZERO TRUST WORKLOAD IDENTITY MANAGERGIT","11.14.5","Querying metrics for the Zero Trust Workload Identity Manager","Query SPIRE Agent and SPIRE Server metrics using the OpenShift Container Platform web console or the command line. This helps you monitor the performance of SPIRE components that match specific job labels. ¶ You have installed the Zero Trust Workload Identity Manager. You have deployed the SPIRE Server and SPIRE Agent operands in the cluster. You have enabled monitoring and metrics collection by creating ServiceMonitor objects. ¶ 1. In the OpenShift Container Platform web console, navigate to Observe Metrics. ¶ 2. In the query field, enter the following PromQL expression to query SPIRE Server metrics: {job=""spire-server""} ¶ 3. In the query field, enter the following PromQL expression to query SPIRE Agent metrics. {job=""spire-agent""} ¶ Accessing metrics","",""
"ZERO TRUST WORKLOAD IDENTITY MANAGER > MONITORING ZERO TRUST WORKLOAD IDENTITY MANAGERGIT","11.14.6","Zero Trust Workload Identity Manager monitoring available metrics","Monitor the health and performance of Zero Trust Workload Identity Manager components by reviewing exposed metrics. This reference describes controller, certificate, and runtime metrics that help you maintain system health and troubleshoot errors. ¶ The Zero Trust Workload Identity Manager exposes the following metrics: ¶ Controller runtime metrics controller_runtime_active_workers: Number of currently used workers per controller ¶ controller_runtime_max_concurrent_reconciles: Maximum number of concurrent reconciles per controller ¶ controller_runtime_reconcile_errors_total: Total number of reconciliation errors per controller ¶ controller_runtime_reconcile_time_seconds: Length of time per reconciliation per ¶ controller_runtime_reconcile_time_seconds: Length of time per reconciliation per controller controller_runtime_reconcile_total: Total number of reconciliations per controller ¶ Certificate watcher metrics certwatcher_read_certificate_errors_total: Total number of certificate read errors certwatcher_read_certificate_total: Total number of certificates read ¶ Go runtime metrics Standard Go runtime metrics including: go_gc_duration_seconds: Garbage collection duration go_goroutines: Number of goroutines go_memstats_*: Memory statistics process_*: Process statistics ¶ Custom Operator metrics The operator also exposes custom metrics related to: SPIRE Server status and health SPIRE Agent deployment status SPIFFE CSI Driver status OIDC Discovery Provider status Workload identity management operations ¶ 11.15. UNINSTALLING THE ZERO TRUST WORKLOAD IDENTITY MANAGER ¶ To remove the Zero Trust Workload Identity Manager from OpenShift Container Platform, uninstall the Operator and delete its related resources. This process removes the component from your cluster.","",""
