"Group","ID","Item","Guidance","Done","Notes"
"ADMINISTRATOR TASKS > UPDATING INSTALLED OPERATORS","4.2.4","Additional resources","Red Hat OpenShift Container Platform Operator Update Information Checker ¶ Multitenancy and Operator colocation ¶ Using Operator Lifecycle Manager in disconnected environments","",""
"ADMINISTRATOR TASKS > DELETING OPERATORS FROM A CLUSTER","4.3.1","Deleting Operators from a cluster using the web console","Cluster administrators can delete installed Operators from a selected namespace by using the web console. ¶ You have access to the OpenShift Container Platform cluster web console using an account with cluster-admin permissions. ¶ 1. Navigate to the Ecosystem Installed Operators page. ¶ 2. Scroll or enter a keyword into the Filter by name field to find the Operator that you want to remove. Then, click on it. ¶ 3. On the right side of the Operator Details page, select Uninstall Operator from the Actions list. An Uninstall Operator? dialog box is displayed. ¶ 4. Select Uninstall to remove the Operator, Operator deployments, and pods. Following this action, the Operator stops running and no longer receives updates. ¶ This action does not remove resources managed by the Operator, including custom resource definitions (CRDs) and custom resources (CRs). Dashboards and navigation items enabled by the web console and off-cluster resources that continue to run might need manual clean up. To remove these after uninstalling the Operator, you might need to manually delete the Operator CRDs.","",""
"ADMINISTRATOR TASKS > DELETING OPERATORS FROM A CLUSTER","4.3.2","Deleting Operators from a cluster using the CLI","To remove an installed Operator from a namespace, cluster administrators can delete its subscription and cluster service version (CSV) by using the CLI. ¶ You have access to the OpenShift Container Platform cluster using an account with cluster- admin permissions. The OpenShift CLI (oc) is installed on your workstation. ¶ 1. Ensure the latest version of the subscribed operator (for example, serverless-operator) is identified in the currentCSV field. ¶ $ oc get subscription.operators.coreos.com serverless-operator -n openshift-serverless -o yaml | grep currentCSV ¶ currentCSV: serverless-operator.v1.28.0 ¶ 2. Delete the subscription (for example, serverless-operator): ¶ $ oc delete subscription.operators.coreos.com serverless-operator -n openshift-serverless ¶ subscription.operators.coreos.com ""serverless-operator"" deleted ¶ 3. Delete the CSV for the Operator in the target namespace using the currentCSV value from the previous step: $ oc delete clusterserviceversion serverless-operator.v1.28.0 -n openshift-serverless ¶ clusterserviceversion.operators.coreos.com ""serverless-operator.v1.28.0"" deleted","",""
"ADMINISTRATOR TASKS > DELETING OPERATORS FROM A CLUSTER","4.3.3","Refreshing failing subscriptions","In Operator Lifecycle Manager (OLM), if you subscribe to an Operator that references images that are ¶ In Operator Lifecycle Manager (OLM), if you subscribe to an Operator that references images that are not accessible on your network, you can find jobs in the openshift-marketplace namespace that are failing with the following errors: ¶ ImagePullBackOff for Back-off pulling image ""example.com/openshift4/ose-elasticsearch-operator- bundle@sha256:6d2587129c846ec28d384540322b40b05833e7e00b25cca584e004af9a1d292e"" ¶ rpc error: code = Unknown desc = error pinging docker registry example.com: Get ""https://example.com/v2/"": dial tcp: lookup example.com on 10.0.0.1:53: no such host ¶ As a result, the subscription is stuck in this failing state and the Operator is unable to install or upgrade. ¶ You can refresh a failing subscription by deleting the subscription, cluster service version (CSV), and other related objects. After recreating the subscription, OLM then reinstalls the correct version of the Operator. ¶ You have a failing subscription that is unable to pull an inaccessible bundle image. You have confirmed that the correct bundle image is accessible. ¶ 1. Get the names of the Subscription and ClusterServiceVersion objects from the namespace where the Operator is installed: ¶ $ oc get sub,csv -n <namespace> ¶ NAME PACKAGE SOURCE CHANNEL ¶ subscription.operators.coreos.com/elasticsearch-operator elasticsearch-operator redhat- ¶ operators 5.0 ¶ NAME DISPLAY VERSION OpenShift REPLACES PHASE ¶ clusterserviceversion.operators.coreos.com/elasticsearch-operator.5.0.0-65 ¶ Elasticsearch Operator 5.0.0-65 Succeeded ¶ 2. Delete the subscription: $ oc delete subscription <subscription_name> -n <namespace> ¶ 3. Delete the cluster service version: $ oc delete csv <csv_name> -n <namespace> ¶ 4. Get the names of any failing jobs and related config maps in the openshift-marketplace namespace: ¶ $ oc get job,configmap -n openshift-marketplace ¶ NAME COMPLETIONS DURATION AGE ¶ job.batch/1de9443b6324e629ddf31fed0a853a121275806170e34c926d69e53a7fcbccb 1/1 ¶ 26s 9m30s ¶ NAME DATA AGE ¶ configmap/1de9443b6324e629ddf31fed0a853a121275806170e34c926d69e53a7fcbccb 3 ¶ 9m30s ¶ 5. Delete the job: $ oc delete job <job_name> -n openshift-marketplace ¶ This ensures pods that try to pull the inaccessible image are not recreated. ¶ 6. Delete the config map: ¶ $ oc delete configmap <configmap_name> -n openshift-marketplace ¶ 7. Reinstall the Operator using the software catalog in the web console. ¶ Check that the Operator has been reinstalled successfully: $ oc get sub,csv,installplan -n <namespace> ¶ Reinstalling Operators after failed uninstallation","",""
"ADMINISTRATOR TASKS > CONFIGURING OPERATOR LIFECYCLE MANAGER FEATURES","4.4.1","Disabling copied CSVs","To reduce memory, etcd, and network usage on large OpenShift Container Platform clusters, you can disable copied cluster service versions (CSVs) for Operators installed in AllNamespaces mode through the cluster OLMConfig. ¶ When an Operator is installed by Operator Lifecycle Manager (OLM), a simplified copy of its cluster service version (CSV) is created by default in every namespace that the Operator is configured to watch. These CSVs are known as copied CSVs and communicate to users which controllers are actively reconciling resource events in a given namespace. ¶ When an Operator is configured to use the AllNamespaces install mode, versus targeting a single or specified set of namespaces, a copied CSV for the Operator is created in every namespace on the cluster. On especially large clusters, with namespaces and installed Operators potentially in the ¶ hundreds or thousands, copied CSVs consume an untenable amount of resources, such as OLM's memory usage, cluster etcd limits, and networking. ¶ If you disable copied CSVs, an Operator installed in AllNamespaces mode has their CSV copied only to the openshift namespace, instead of every namespace on the cluster. In disabled copied CSVs mode, the behavior differs between the web console and CLI: ¶ In the web console, the default behavior is modified to show copied CSVs from the openshift namespace in every namespace, even though the CSVs are not actually copied to every namespace. This allows regular users to still be able to view the details of these Operators in their namespaces and create related custom resources (CRs). ¶ In the OpenShift CLI (oc), regular users can view Operators installed directly in their namespaces by using the oc get csvs command, but the copied CSVs from the openshift namespace are not visible in their namespaces. Operators affected by this limitation are still available and continue to reconcile events in the user's namespace. To view a full list of installed global Operators, similar to the web console behavior, all authenticated users can run the following command: ¶ $ oc get csvs -n openshift ¶ Edit the OLMConfig object named cluster and set the spec.features.disableCopiedCSVs field to true: ¶ $ oc apply -f - <<EOF kind: OLMConfig ¶ name: cluster ¶ features: disableCopiedCSVs: true 1 ¶ 1 Disabled copied CSVs for AllNamespaces install mode Operators ¶ When copied CSVs are disabled, OLM captures this information in an event in the Operator's namespace: ¶ $ oc get events ¶ LAST SEEN TYPE REASON OBJECT MESSAGE ¶ 85s Warning DisabledCopiedCSVs clusterserviceversion/my-csv.v1.0.0 CSV ¶ copying disabled for operators/my-csv.v1.0.0 ¶ When the spec.features.disableCopiedCSVs field is missing or set to false, OLM recreates the copied CSVs for all Operators installed with the AllNamespaces mode and deletes the previously mentioned events. ¶ Install modes ¶ 4.5. CONFIGURING PROXY SUPPORT IN OPERATOR LIFECYCLE MANAGER ¶ If a global proxy is configured on your OpenShift Container Platform cluster, Operator Lifecycle Manager (OLM) automatically configures Operators that it manages with the cluster-wide proxy. However, you can also configure installed Operators to override the global proxy or inject a custom CA certificate. ¶ Configuring the cluster-wide proxy Configuring a custom PKI (custom CA certificate)","",""
"ADMINISTRATOR TASKS > CONFIGURING OPERATOR LIFECYCLE MANAGER FEATURES","4.5.1","Overriding proxy settings of an Operator","If a cluster-wide egress proxy is configured, Operators running with Operator Lifecycle Manager (OLM) inherit the cluster-wide proxy settings on their deployments. Cluster administrators can also override these proxy settings by configuring the subscription of an Operator. ¶ Operators must handle setting environment variables for proxy settings in the pods for any managed Operands. ¶ Access to an OpenShift Container Platform cluster using an account with cluster-admin permissions. ¶ 1. Navigate in the web console to the Ecosystem Software Catalogpage. ¶ 2. Select the Operator and click Install. ¶ 3. On the Install Operator page, modify the Subscription object to include one or more of the following environment variables in the spec section: HTTP_PROXY ¶ HTTPS_PROXY ¶ NO_PROXY ¶ For example: ¶ Subscription object with proxy setting overrides ¶ name: etcd-config-test namespace: openshift-operators ¶ name: HTTP_PROXY ¶ value: test_http name: HTTPS_PROXY ¶ value: test_https name: NO_PROXY ¶ value: test channel: clusterwide-alpha installPlanApproval: Automatic name: etcd source: community-operators startingCSV: etcdoperator.v0.9.4-clusterwide ¶ These environment variables can also be unset using an empty value to remove any previously set cluster-wide or custom proxy settings. ¶ OLM handles these environment variables as a unit; if at least one of them is set, all three are considered overridden and the cluster-wide defaults are not used for the deployments of the subscribed Operator. ¶ 4. Click Install to make the Operator available to the selected namespaces. ¶ 5. After the CSV for the Operator appears in the relevant namespace, you can verify that custom proxy environment variables are set in the deployment. For example, using the CLI: ¶ $ oc get deployment -n openshift-operators \ etcd-operator -o yaml \ | grep -i ""PROXY"" -A 2 ¶ name: HTTP_PROXY value: test_http ¶ name: HTTPS_PROXY value: test_https ¶ name: NO_PROXY ¶ value: test image: quay.io/coreos/etcd- operator@sha256:66a37fd61a06a43969854ee6d3e21088a98b93838e284a6086b13917f96b0 d9c","",""
"ADMINISTRATOR TASKS > CONFIGURING OPERATOR LIFECYCLE MANAGER FEATURES","4.5.2","Injecting a custom CA certificate","When a cluster administrator adds a custom CA certificate to a cluster using a config map, the Cluster Network Operator merges the user-provided certificates and system CA certificates into a single bundle. You can inject this merged bundle into your Operator running on Operator Lifecycle Manager (OLM), which is useful if you have a man-in-the-middle HTTPS proxy. ¶ Access to an OpenShift Container Platform cluster using an account with cluster-admin permissions. ¶ Custom CA certificate added to the cluster using a config map. ¶ Desired Operator installed and running on OLM. ¶ 1. Create an empty config map in the namespace where the subscription for your Operator exists and include the following label: ¶ kind: ConfigMap ¶ name: trusted-ca 1 labels: ¶ config.openshift.io/inject-trusted-cabundle: ""true"" 2 ¶ 1 Name of the config map. ¶ 2 Requests the Cluster Network Operator to inject the merged bundle. ¶ After creating this config map, it is immediately populated with the certificate contents of the merged bundle. ¶ 2. Update the Subscription object to include a spec.config section that mounts the trusted-ca config map as a volume to each container within a pod that requires a custom CA: ¶ name: my-operator ¶ package: etcd channel: alpha config: 1 ¶ selector: matchLabels: ¶ <labels_for_pods> 2 volumes: 3 name: trusted-ca ¶ configMap: name: trusted-ca items: key: ca-bundle.crt 4 path: tls-ca-bundle.pem 5 ¶ volumeMounts: 6 name: trusted-ca ¶ mountPath: /etc/pki/ca-trust/extracted/pem readOnly: true ¶ 1 Add a config section if it does not exist. 2 Specify labels to match pods that are owned by the Operator. 3 Create a trusted-ca volume. 4 ca-bundle.crt is required as the config map key. 5 tls-ca-bundle.pem is required as the config map path. 6 Create a trusted-ca volume mount. ¶ Deployments of an Operator can fail to validate the authority and display a x509 certificate signed by unknown authority error. This error can occur even after injecting a custom CA when using the subscription of an Operator. In this case, you can set the mountPath as /etc/ssl/certs for trusted-ca by using the subscription of an Operator.","",""
"ADMINISTRATOR TASKS > CONFIGURING OPERATOR LIFECYCLE MANAGER FEATURES","4.5.3","Additional resources","Proxy certificates ¶ Replacing the default ingress certificate ¶ Updating the CA bundle","",""
"ADMINISTRATOR TASKS > VIEWING OPERATOR STATUS","4.6.1","Operator subscription condition types","Subscriptions can report the following condition types: ¶ Condition Description CatalogSourcesUnhealthy Some or all of the catalog sources to be used in resolution are unhealthy. InstallPlanMissing An install plan for a subscription is missing. InstallPlanPending An install plan for a subscription is pending installation. InstallPlanFailed An install plan for a subscription has failed. ResolutionFailed The dependency resolution for a subscription has failed. ¶ Default OpenShift Container Platform cluster Operators are managed by the Cluster Version Operator (CVO) and they do not have a Subscription object. Application Operators are managed by Operator Lifecycle Manager (OLM) and they have a Subscription object. ¶ Refreshing failing subscriptions","",""
"ADMINISTRATOR TASKS > VIEWING OPERATOR STATUS","4.6.2","Viewing Operator subscription status by using the CLI","You can view Operator subscription status by using the CLI. ¶ 1. List Operator subscriptions: $ oc get subs -n <operator_namespace> ¶ 2. Use the oc describe command to inspect a Subscription resource: ¶ $ oc describe sub <subscription_name> -n <operator_namespace> ¶ 3. In the command output, find the Conditions section for the status of Operator subscription condition types. In the following example, the CatalogSourcesUnhealthy condition type has a status of false because all available catalog sources are healthy: ¶ Name: cluster-logging ¶ Namespace: openshift-logging ¶ Labels: operators.coreos.com/cluster-logging.openshift-logging= ¶ Annotations: <none> ¶ API Version: operators.coreos.com/v1alpha1 ¶ Kind: Subscription ¶ Conditions: ¶ Last Transition Time: 2019-07-29T13:42:57Z ¶ Message: all available catalogsources are healthy ¶ Reason: AllCatalogSourcesHealthy ¶ Status: False ¶ Type: CatalogSourcesUnhealthy ¶ Default OpenShift Container Platform cluster Operators are managed by the Cluster Version Operator (CVO) and they do not have a Subscription object. Application Operators are managed by Operator Lifecycle Manager (OLM) and they have a Subscription object.","",""
"ADMINISTRATOR TASKS > VIEWING OPERATOR STATUS","4.6.3","Viewing Operator catalog source status by using the CLI","You can view the status of an Operator catalog source by using the CLI. ¶ 1. List the catalog sources in a namespace. For example, you can check the openshift- marketplace namespace, which is used for cluster-wide catalog sources: ¶ $ oc get catalogsources -n openshift-marketplace ¶ NAME DISPLAY TYPE PUBLISHER AGE ¶ certified-operators Certified Operators grpc Red Hat 55m ¶ community-operators Community Operators grpc Red Hat 55m ¶ example-catalog Example Catalog grpc Example Org 2m25s ¶ redhat-operators Red Hat Operators grpc Red Hat 55m ¶ 2. Use the oc describe command to get more details and status about a catalog source: $ oc describe catalogsource example-catalog -n openshift-marketplace ¶ Name: example-catalog ¶ Namespace: openshift-marketplace ¶ Labels: <none> ¶ Annotations: operatorframework.io/managed-by: marketplace-operator ¶ target.workload.openshift.io/management: {""effect"": ""PreferredDuringScheduling""} ¶ API Version: operators.coreos.com/v1alpha1 ¶ Kind: CatalogSource ¶ Status: ¶ Connection State: ¶ Address: example-catalog.openshift-marketplace.svc:50051 ¶ Last Connect: 2021-09-09T17:07:35Z ¶ Last Observed State: TRANSIENT_FAILURE ¶ Registry Service: ¶ Created At: 2021-09-09T17:05:45Z ¶ Port: 50051 ¶ Protocol: grpc ¶ Service Name: example-catalog ¶ Service Namespace: openshift-marketplace ¶ In the preceding example output, the last observed state is TRANSIENT_FAILURE. This state indicates that there is a problem establishing a connection for the catalog source. ¶ 3. List the pods in the namespace where your catalog source was created: ¶ $ oc get pods -n openshift-marketplace ¶ NAME READY STATUS RESTARTS AGE ¶ certified-operators-cv9nn 1/1 Running 0 36m ¶ community-operators-6v8lp 1/1 Running 0 36m ¶ marketplace-operator-86bfc75f9b-jkgbc 1/1 Running 0 42m ¶ example-catalog-bwt8z 0/1 ImagePullBackOff 0 3m55s ¶ redhat-operators-smxx8 1/1 Running 0 36m ¶ When a catalog source is created in a namespace, a pod for the catalog source is created in that namespace. In the preceding example output, the status for the example-catalog-bwt8z pod is ImagePullBackOff. This status indicates that there is an issue pulling the catalog source's index image. ¶ 4. Use the oc describe command to inspect a pod for more detailed information: ¶ $ oc describe pod example-catalog-bwt8z -n openshift-marketplace ¶ Name: example-catalog-bwt8z Namespace: openshift-marketplace Priority: 0 Node: ci-ln-jyryyg2-f76d1-ggdbq-worker-b-vsxjd/10.0.128.2 Events: ¶ Type Reason Age From Message ¶ --- ------ ---- ---- ------- ¶ Normal Scheduled 48s default-scheduler Successfully assigned openshift- ¶ marketplace/example-catalog-bwt8z to ci-ln-jyryyf2-f76d1-fgdbq-worker-b-vsxjd ¶ Normal AddedInterface 47s multus Add eth0 [10.131.0.40/23] from ¶ openshift-sdn ¶ Normal BackOff 20s (x2 over 46s) kubelet Back-off pulling image ¶ ""quay.io/example-org/example-catalog:v1"" ¶ Warning Failed 20s (x2 over 46s) kubelet Error: ImagePullBackOff ¶ Normal Pulling 8s (x3 over 47s) kubelet Pulling image ""quay.io/example- ¶ org/example-catalog:v1"" ¶ Warning Failed 8s (x3 over 47s) kubelet Failed to pull image ¶ ""quay.io/example-org/example-catalog:v1"": rpc error: code = Unknown desc = reading ¶ manifest v1 in quay.io/example-org/example-catalog: unauthorized: access to the requested ¶ resource is not authorized ¶ Warning Failed 8s (x3 over 47s) kubelet Error: ErrImagePull ¶ In the preceding example output, the error messages indicate that the catalog source's index image is failing to pull successfully because of an authorization issue. For example, the index image might be stored in a registry that requires login credentials. ¶ Operator Lifecycle Manager concepts and resources Catalog source gRPC documentation: States of Connectivity Accessing images for Operators from private registries","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS","4.7.1","Overriding Operator conditions","As a cluster administrator, you might want to ignore a supported Operator condition reported by an Operator. When present, Operator conditions in the Spec.Overrides array override the conditions in the Spec.Conditions array, allowing cluster administrators to deal with situations where an Operator is incorrectly reporting a state to Operator Lifecycle Manager (OLM). ¶ By default, the Spec.Overrides array is not present in an OperatorCondition object until it is added by a cluster administrator . The Spec.Conditions array is also not present until it is either added by a user or as a result of custom Operator logic. ¶ For example, consider a known version of an Operator that always communicates that it is not upgradeable. In this instance, you might want to upgrade the Operator despite the Operator communicating that it is not upgradeable. This could be accomplished by overriding the Operator condition by adding the condition type and status to the Spec.Overrides array in the ¶ OperatorCondition object. ¶ An Operator with an OperatorCondition object, installed using OLM. ¶ 1. Edit the OperatorCondition object for the Operator: ¶ $ oc edit operatorcondition <name> ¶ 2. Add a Spec.Overrides array to the object: ¶ Example Operator condition override ¶ apiVersion: operators.coreos.com/v2 kind: OperatorCondition ¶ name: my-operator namespace: operators overrides: type: Upgradeable ¶ status: ""True"" reason: ""upgradeIsSafe"" message: ""This is a known issue with the Operator where it always reports that it cannot be upgraded."" conditions: type: Upgradeable status: ""False"" reason: ""migration"" message: ""The operator is performing a migration."" lastTransitionTime: ""2020-08-24T23:15:55Z"" ¶ Setting the 'type' field to Upgradeable allows the cluster administrator to change the upgrade readiness to True.","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS > Updating your Operator to use Operator conditions","4.7.2.1","Setting defaults","In an effort to remain backwards compatible, OLM treats the absence of an OperatorCondition resource as opting out of the condition. Therefore, an Operator that opts in to using Operator conditions should set default conditions before the ready probe for the pod is set to true. This provides the Operator with a grace period to update the condition to the correct state.","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS","4.7.3","Additional resources","Operator conditions ¶ 4.8. ALLOWING NON-CLUSTER ADMINISTRATORS TO INSTALL OPERATORS ¶ Cluster administrators can use Operator groups to allow regular users to install Operators. ¶ Operator groups","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS > Understanding Operator installation policy","4.8.1.1","Installation scenarios","When determining whether an Operator can be installed or upgraded on a cluster, Operator Lifecycle ¶ When determining whether an Operator can be installed or upgraded on a cluster, Operator Lifecycle Manager (OLM) considers the following scenarios: ¶ A cluster administrator creates a new Operator group and specifies a service account. All Operator(s) associated with this Operator group are installed and run against the privileges granted to the service account. ¶ A cluster administrator creates a new Operator group and does not specify any service account. OpenShift Container Platform maintains backward compatibility, so the default behavior remains and Operator installs and upgrades are permitted. ¶ For existing Operator groups that do not specify a service account, the default behavior remains and Operator installs and upgrades are permitted. ¶ A cluster administrator updates an existing Operator group and specifies a service account. OLM allows the existing Operator to continue to run with their current privileges. When such an existing Operator is going through an upgrade, it is reinstalled and run against the privileges granted to the service account like any new Operator. ¶ A service account specified by an Operator group changes by adding or removing permissions, or the existing service account is swapped with a new one. When existing Operators go through an upgrade, it is reinstalled and run against the privileges granted to the updated service account like any new Operator. ¶ A cluster administrator removes the service account from an Operator group. The default behavior remains and Operator installs and upgrades are permitted. ¶ 4.8.1.2. Installation workflow When an Operator group is tied to a service account and an Operator is installed or upgraded, Operator Lifecycle Manager (OLM) uses the following workflow: ¶ 1. The given Subscription object is picked up by OLM. ¶ 2. OLM fetches the Operator group tied to this subscription. ¶ 3. OLM determines that the Operator group has a service account specified. ¶ 4. OLM creates a client scoped to the service account and uses the scoped client to install the Operator. This ensures that any permission requested by the Operator is always confined to that of the service account in the Operator group. ¶ 5. OLM creates a new service account with the set of permissions specified in the CSV and assigns it to the Operator. The Operator runs as the assigned service account.","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS","4.8.2","Scoping Operator installations","To provide scoping rules to Operator installations and upgrades on Operator Lifecycle Manager (OLM), associate a service account with an Operator group. ¶ Using this example, a cluster administrator can confine a set of Operators to a designated namespace. ¶ 1. Create a new namespace: Example 4.1. Example command that creates a Namespace object ¶ $ cat <<EOF | oc create -f - kind: Namespace ¶ name: scoped ¶ 2. Allocate permissions that you want the Operator(s) to be confined to. This involves creating a new service account, relevant role(s), and role binding(s) in the newly created, designated namespace: a. Create a service account by running the following command: Example 4.2. Example command that creates a ServiceAccount object ¶ $ cat <<EOF | oc create -f - kind: ServiceAccount ¶ name: scoped ¶ b. Create a secret by running the following command: Example 4.3. Example command that creates a long-lived API tokenSecret object ¶ $ cat <<EOF | oc create -f - kind: Secret type: kubernetes.io/service-account-token 1 ¶ name: scoped ¶ kubernetes.io/service-account.name: scoped ¶ 1 The secret must be a long-lived API token, which is used by the service account. ¶ c. Create a role by running the following command. ¶ WARNING In this example, the role grants the service account permissions to do anything in the designated namespace for demonostration purposes only. In a production environment, you should create a more fine- grained set of permissions. For more information, see ""Fine-grained permissions"". ¶ Example 4.4. Example command that creates Role and RoleBinding objects ¶ $ cat <<EOF | oc create -f - apiVersion: rbac.authorization.k8s.io/v1 kind: Role ¶ name: scoped rules: apiGroups: [""*""] resources: [""*""] verbs: [""*""] apiVersion: rbac.authorization.k8s.io/v1 kind: RoleBinding name: scoped-bindings roleRef: apiGroup: rbac.authorization.k8s.io kind: Role name: scoped subjects: kind: ServiceAccount name: scoped ¶ 3. Create an OperatorGroup object in the designated namespace by running the following command. This Operator group targets the designated namespace to ensure that its tenancy is confined to it. In addition, Operator groups allow a user to specify a service account. Example 4.5. Example command that creates an OperatorGroup object ¶ $ cat <<EOF | oc create -f - ¶ name: scoped ¶ serviceAccountName: scoped 1 targetNamespaces: scoped ¶ 1 Specify the service account created in the previous step. Any Operator installed in the designated namespace is tied to this Operator group and therefore to the service account specified. ¶ 4. Create a Subscription object in the designated namespace to install an Operator: Example 4.6. Example command that creates a Subscription object ¶ $ cat <<EOF | oc create -f - ¶ name: openshift-cert-manager-operator channel: stable-v1 name: openshift-cert-manager-operator source: <catalog_source_name> 1 sourceNamespace: <catalog_source_namespace> 2 ¶ 1 Specify a catalog source that already exists in the designated namespace or one that is in the global catalog namespace, for example redhat-operators. ¶ 2 Specify a namespace where the catalog source was created, for example openshift- marketplace for the redhat-operators catalog. ¶ Any Operator tied to this Operator group is confined to the permissions granted to the specified service account. If the Operator requests permissions that are outside the scope of the service account, the installation fails with relevant errors. ¶ 4.8.2.1. Fine-grained permissions Operator Lifecycle Manager (OLM) uses the service account specified in an Operator group to create or update the following resources related to the Operator being installed: ¶ ClusterServiceVersion ¶ Subscription ¶ Secret ¶ ServiceAccount ¶ Service ¶ ClusterRole and ClusterRoleBinding ¶ Role and RoleBinding ¶ To confine Operators to a designated namespace, cluster administrators can start by granting the following permissions to the service account: ¶ The following role is a generic example and additional rules might be required based on the specific Operator. ¶ kind: Role rules: apiGroups: [""operators.coreos.com""] ¶ resources: [""subscriptions"", ""clusterserviceversions""] verbs: [""get"", ""create"", ""update"", ""patch""] apiGroups: [""""] resources: [""services"", ""serviceaccounts""] verbs: [""get"", ""create"", ""update"", ""patch""] apiGroups: [""rbac.authorization.k8s.io""] resources: [""roles"", ""rolebindings""] verbs: [""get"", ""create"", ""update"", ""patch""] apiGroups: [""apps""] 1 resources: [""deployments""] verbs: [""list"", ""watch"", ""get"", ""create"", ""update"", ""patch"", ""delete""] apiGroups: [""""] 2 resources: [""pods""] verbs: [""list"", ""watch"", ""get"", ""create"", ""update"", ""patch"", ""delete""] ¶ 1 2 Add permissions to create other resources, such as deployments and pods shown here. ¶ In addition, if any Operator specifies a pull secret, the following permissions must also be added: ¶ kind: ClusterRole 1 rules: apiGroups: [""""] ¶ resources: [""secrets""] verbs: [""get""] kind: Role rules: apiGroups: [""""] resources: [""secrets""] verbs: [""create"", ""update"", ""patch""] ¶ 1 Required to get the secret from the OLM namespace.","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS","4.8.3","Operator catalog access control","When an Operator catalog is created in the global catalog namespace openshift-marketplace, the ¶ When an Operator catalog is created in the global catalog namespace openshift-marketplace, the catalog's Operators are made available cluster-wide to all namespaces. A catalog created in other namespaces only makes its Operators available in that same namespace of the catalog. ¶ On clusters where non-cluster administrator users have been delegated Operator installation privileges, cluster administrators might want to further control or restrict the set of Operators those users are allowed to install. This can be achieved with the following actions: ¶ 1. Disable all of the default global catalogs. ¶ 2. Enable custom, curated catalogs in the same namespace where the relevant Operator groups have been preinstalled. ¶ Disabling the default OperatorHub catalog sources ¶ Adding a catalog source to a cluster","",""
"ADMINISTRATOR TASKS > MANAGING OPERATOR CONDITIONS","4.8.4","Troubleshooting permission failures","If an Operator installation fails due to lack of permissions, identify the errors using the following procedure. ¶ 1. Review the Subscription object. Its status has an object reference installPlanRef that points to the InstallPlan object that attempted to create the necessary [Cluster]Role[Binding] object(s) for the Operator: ¶ name: etcd status: installPlanRef: ¶ kind: InstallPlan name: install-4plp8 resourceVersion: ""117359"" uid: 2c1df80e-afea-11e9-bce3-5254009c9c23 ¶ 2. Check the status of the InstallPlan object for any errors: ¶ kind: InstallPlan status: ¶ conditions: lastTransitionTime: ""2019-07-26T21:13:10Z"" ¶ lastUpdateTime: ""2019-07-26T21:13:10Z"" message: 'error creating clusterrole etcdoperator.v0.9.4-clusterwide-dsfx4: clusterroles.rbac.authorization.k8s.io ¶ is forbidden: User ""system:serviceaccount:scoped:scoped"" cannot create resource ¶ ""clusterroles"" in API group ""rbac.authorization.k8s.io"" at the cluster scope' reason: InstallComponentFailed status: ""False"" type: Installed phase: Failed ¶ The error message tells you: The type of resource it failed to create, including the API group of the resource. In this case, it was clusterroles in the rbac.authorization.k8s.io group. The name of the resource. The type of error: is forbidden tells you that the user does not have enough permission to do the operation. The name of the user who attempted to create or update the resource. In this case, it refers to the service account specified in the Operator group. The scope of the operation: cluster scope or not. The user can add the missing permission to the service account and then iterate. ¶ Operator Lifecycle Manager (OLM) does not currently provide the complete list of errors on the first try.","",""
"ADMINISTRATOR TASKS > MANAGING CUSTOM CATALOGS","4.9.1","Prerequisites","You have installed the opm CLI. ¶ opm CLI installation","",""
